A,B,result,RefD
Artificial_intelligence,Numerical_analysis,1,-0.160438998
NP_(complexity),Computational_complexity_theory,1,-0.008140856
Exponential_family,Software_framework,0,-0.007283852
Cloud_computing,Computer_network,1,0.458521342
C++,Object-oriented_programming,1,-0.155883557
Probability_theory,Mathematics,1,0.340799024
Recommender_system,"Best,_worst_and_average_case",0,-0.011604072
Control_flow,Social_network,0,-0.000979617
Flow_network,Ray_tracing_(graphics),0,0.0
Peer-to-peer,Control_flow,0,-0.003961686
Tensor,Mathematics,1,0.50694583
Human-computer_interaction,Interface_(computing),1,-0.039071703
Robotics,Computer_science,1,-0.020217591
Program_optimization,Debugging,0,0.082655335
Programmer,Finite_set,0,0.0
Virtual_memory,Memory_hierarchy,1,-0.237197976
System_programming,MATLAB,0,0.094075955
Java_(programming_language),Stochastic_process,0,-0.000802929
Propositional_calculus,Logic,1,0.367839766
Modular_arithmetic,Kalman_filter,0,-0.00926308
Regular_language,Computability,1,-0.237750513
Computer_graphics,Algorithm_design,1,0.029981943
Mathematics,Lazy_evaluation,0,-0.06487123
Support_vector_machine,Firewall_(computing),0,0.002179068
Uncertainty,Sequence_alignment,0,0.0
Type_system,Model_checking,0,-0.124912687
Software_development,Software_design,1,0.289342656
Natural_language_processing,Machine_learning,1,0.022744385
MATLAB,Programming_language,1,0.083173542
Compiler_optimization,Digital_signature,0,0.002815944
Vector_processor,Regular_language,0,0.004846418
C++,Computer,1,-0.039453484
Monte_Carlo_method,Big_data,0,-0.00488966
Computational_geometry,Computational_science,1,-0.041544978
Suffix_tree,String_searching_algorithm,1,-0.351588844
Programming_paradigm,Computational_science,1,-0.042975832
Sequence_alignment,Probability,1,0.023005901
Queue_(data_structure),Sentiment_analysis,0,0.0
Formal_language,Logic,1,0.445508527
Integer,Kernel_(computing),0,-0.037184596
Algorithm,Computability,1,-0.349533578
Reason,Mathematical_optimization,0,-2.71e-05
Statistical_inference,Software_design,0,-0.004886554
Vulnerability_(computing),Coding_theory,0,-0.008575158
Python_(programming_language),Digital_signature,0,-0.021473957
Model_of_computation,Computation,1,-0.071231344
Computer_graphics,Personal_computer,1,0.021342431
Query_language,Computer_programming,1,0.028301152
Sufficient_statistic,Theoretical_computer_science,0,-0.012390911
Java_(programming_language),Programming_language,1,-0.075494638
NP_(complexity),User_interface,0,-0.010237026
3D_modeling,Inference,0,0.008653442
Model_of_computation,Relational_algebra,0,-0.012707729
JavaScript,Computer,1,-0.014223105
Calculus_of_variations,Interpolation,0,-0.05115597
User_interface_design,Algorithm,0,0.048730424
Formal_methods,Compiler,0,0.016842161
Scalability,Database_transaction,0,-0.042164163
Recursively_enumerable_set,Recursion,1,0.329409835
Model_checking,Algorithm,1,0.108619402
Arithmetic,Queue_(data_structure),0,-0.01620189
Computational_complexity_theory,Complexity,1,-0.067184594
Support_vector_machine,Python_(programming_language),0,0.035256684
Interpolation,Numerical_analysis,1,0.207048436
Parsing,Computer_programming,1,0.002419895
Compiler_optimization,Functional_programming,0,0.048384982
Query_optimization,Database_management_system,1,0.472550149
Decision_theory,Statistical_inference,1,-0.049832978
Functional_programming,Computer_science,1,0.24245187
Bayesian_network,Conditional_probability,1,0.14119336
Atomicity_(database_systems),Database,1,0.207066006
Web_server,Computer,1,0.022082788
Object-oriented_programming,High-level_programming_language,1,-0.344005351
Computer_animation,Image,1,-0.03856828
Polymorphism_(computer_science),Abstract_data_type,1,0.391952027
Automated_theorem_proving,PSPACE,0,-0.046301586
Computability,Correlation_and_dependence,0,0.0
Congestion_control,Computer_network,1,0.158007837
Signal_processing,Object_(computer_science),0,0.004692544
Combinatorics,Mathematics,1,0.286053484
Parallel_computing,Computing,1,-0.1803767
Theoretical_computer_science,Computer_science,1,0.195830295
Shared_memory,Martingale_(probability_theory),0,0.0
Matrix_(mathematics),Computer_graphics,0,0.025616465
Computing,Document_classification,0,-0.006630204
Linear_algebra,Mathematics,1,0.314823823
Reason,Database_management_system,0,0.004562564
Web_service,Computer_network,1,0.108114817
Decision_theory,Random_variable,1,0.076575918
Assembly_language,Instruction_set,1,-0.074830546
Floating_point,Computer_multitasking,0,0.00197056
Profiling_(computer_programming),Algorithm,1,0.106577788
Concurrency_(computer_science),Computation,1,-0.050834699
OSI_model,Semidefinite_programming,0,0.0
Robotics,Software_engineering,1,-0.048589448
Fast_Fourier_transform,Signal_processing,1,0.011675276
Type_system,Software_development,0,0.035307623
Design_of_experiments,Statistical_hypothesis_testing,1,0.049799649
Automated_theorem_proving,Mathematical_induction,1,-0.487550404
Lazy_evaluation,Server_(computing),0,0.030141933
Recursively_enumerable_set,Robotics,0,0.0
Computational_learning_theory,Support_vector_machine,0,0.141798407
Transaction_processing,Database_management_system,1,0.501266976
Type_system,Programming_language,1,0.119731157
Wavelet,Web_search_engine,0,0.0
Data_(computing),Web_search_engine,0,-0.029271344
Linear_programming,Mathematical_optimization,1,0.079513434
Database_design,Mathematical_induction,0,0.0
Quantum_computer,Computer_science,1,0.068920228
Database_system,Support_vector_machine,0,-0.027447933
Shared_memory,Image_processing,0,0.02844863
Cryptography,Number_theory,1,-0.140437542
Geometric_modeling,Web_search_engine,0,0.0
Relational_database,Database_management_system,1,0.267420525
Kalman_filter,System_call,0,0.0
Graphics,Formal_grammar,0,0.007402833
Computer_graphics,Computer_programming,1,-0.180278871
Mathematical_model,Linear_programming,0,0.008085987
Database_management_system,Database,1,0.0
Computer_security,Problem_solving,0,-0.00088758
Database_management_system,Database_transaction,1,-0.404460643
Microprocessor,Problem_solving,0,-0.001205062
Inheritance_(object-oriented_programming),Programming_language,1,0.178207456
Abstraction_(computer_science),Computer_programming,1,0.069085074
Markov_process,Conditional_probability,1,-0.321165078
Graphics_processing_unit,Security,0,-0.03961387
Lock_(computer_science),Fourier_analysis,0,0.0
Boundary_value_problem,System_call,0,0.0
Model_of_computation,Computational_complexity_theory,1,0.262558475
Floating_point,Routing,0,-0.004921185
Computer_graphics,Computer,1,0.000361331
Relational_model,Predicate_logic,1,0.064877213
Dynamic_programming,Algorithm,1,0.150313759
Rendering_(computer_graphics),Image,0,0.044665293
Virtual_reality,Computer_graphics,1,0.023560512
Pushdown_automaton,Finite-state_machine,1,0.307122731
Social_network,Graph_(mathematics),1,0.117700233
Abstraction_(computer_science),Processor_register,0,0.00408535
Gradient_descent,Graphics_processing_unit,0,0.041169921
Assembly_language,Programming_paradigm,0,-0.135146264
Computational_complexity_theory,Theory_of_computation,1,-0.305765623
Parallel_computing,Computer_programming,1,0.053094341
System_call,Interactivity,0,0.0
Amortized_analysis,"Best,_worst_and_average_case",1,-0.11204725
Abstract_data_type,Combinatorics,0,0.017305773
Machine_translation,Natural_language,1,0.072920311
Cryptography,Authentication,1,-0.035875606
Uncertainty,Genetic_algorithm,0,0.0063491
Symmetric_multiprocessing,Variable_(computer_science),0,-0.009585587
Atomicity_(database_systems),Automata_theory,0,0.014407598
Statistical_inference,Probability,1,0.004297616
Expert_system,Uncertainty,0,0.002758565
Inequality_(mathematics),Integer,1,0.20945978
Combinatorics,Motion_capture,0,0.006425571
Sparse_matrix,Finite-state_machine,0,0.015422334
Procedural_programming,Computer_science,1,0.250521282
Recommender_system,Compiler,0,-0.005984024
Numerical_analysis,Internet,0,0.040687594
String_searching_algorithm,Algorithm,1,0.185197899
Message_Passing_Interface,Synchronization,1,0.003648516
Computational_complexity_theory,Computability,1,-0.343794471
Computer_programming,Computing,1,-0.069810065
Fast_Fourier_transform,Computer,0,0.054199458
Stochastic,Probability_theory,1,0.118914055
Random_graph,Context-free_grammar,0,0.00269097
Compiler,Regular_expression,1,-0.051041199
Digital_electronics,Polynomial,0,0.005547197
Statistical_inference,Random_variable,1,-0.308082179
Computational_science,Java_(programming_language),0,0.055910126
Data_mining,Spanning_tree,0,-0.010468278
Volume_rendering,Rendering_(computer_graphics),1,-0.166009995
Randomness,Mathematics,1,0.140940283
Semantics,Packet_switching,0,0.001721435
Graph_(mathematics),Modular_arithmetic,0,0.007922415
Genetic_algorithm,Theoretical_computer_science,0,-0.016293766
Analysis_of_algorithms,Computational_science,1,-0.036026962
Robotics,Kinematics,1,-0.019747223
Turing_machine,Computer_science,1,0.103022231
Finite_element_method,Polynomial,1,0.060685116
Parsing,Formal_grammar,1,0.169853611
Wavelet,Model_checking,0,0.0
Relational_database_management_system,Database,1,0.267420525
Image_processing,Flow_network,0,0.0
Martingale_(probability_theory),Robotics,0,0.002524114
Finite-state_machine,Central_processing_unit,0,-0.284949489
Motion_planning,Inference,0,-0.013536441
Recursion_(computer_science),Algorithm,1,0.102662625
Algorithm,Polynomial,1,-0.111518604
Distributed_computing,Computational_complexity_theory,1,-0.105981535
Formal_methods,Parametric_polymorphism,0,-0.03419689
Computer,Arithmetic,1,-0.044668257
Concurrency_control,Computer_programming,1,0.07053888
Autonomous_robot,Graphical_model,0,-0.001851238
NP_(complexity),Approximation_algorithm,0,-0.070055581
Newton's_method,Approximation,1,-0.061960639
Computer_multitasking,Public-key_cryptography,0,0.0
Knowledge_representation_and_reasoning,Finite-state_machine,0,0.001150729
Lisp_(programming_language),Computer_science,1,0.167597277
Ray_tracing_(graphics),Computer_graphics,1,0.139203319
Database_normalization,Java_(programming_language),0,0.048732509
Uncertainty,Volume_rendering,0,0.004855866
Computer_network,Data,1,0.014694964
Abstraction_(computer_science),Computer_architecture,0,0.063672567
Computer_science,Bayesian_probability,0,-0.009594411
Imperative_programming,Instruction_set,0,0.025597581
Java_(programming_language),Computer,1,-0.016145704
Shortest_path_problem,Flow_network,0,0.030441086
Analysis_of_algorithms,Algorithm,1,0.355785449
Lexical_analysis,Introduction_to_Algorithms,0,-0.017606594
Finite-state_machine,Computer_science,1,0.162167815
Software_engineering,Programming_language,1,0.013325474
Computer_vision,Statistical_inference,0,0.014662935
Communication,Message_passing,0,-0.0199816
Pushdown_automaton,Control_flow,0,0.01071171
PageRank,Expected_value,1,0.012649323
Turing_machine,Flow_network,0,-0.010353661
Database_system,Lisp_(programming_language),0,-0.037742662
Algorithm_design,Mathematics,1,0.146581374
Information_theory,Big_data,0,-0.006562587
C++,Genetic_algorithm,0,-0.016435745
Randomized_algorithm,CPU_cache,0,-0.000999799
ML_(programming_language),Functional_programming,1,0.341393198
Complexity,Hidden_line_removal,0,0.0
Expert_system,Artificial_intelligence,1,0.330293406
Context-free_grammar,Inheritance_(object-oriented_programming),0,-0.005330424
Recommender_system,Abstract_data_type,0,-0.002788235
Data,Mobile_device,0,0.003379032
Mathematical_induction,Computational_chemistry,0,0.015228923
Dynamic_programming,Computer_science,1,0.21948946
Discrete_mathematics,Tensor,0,0.156284665
Propositional_calculus,Automatic_programming,0,-0.007806597
Document_classification,Computer_science,1,0.069811875
Very_long_instruction_word,Assembly_language,0,0.076379381
NP-complete,Algorithm,1,0.218899814
Neural_network,Document_classification,0,-0.09305306
Data_type,Programming_language,1,0.222071049
Parsing,Prolog,0,0.04479985
NP-complete,Calculus_of_variations,0,0.003034082
Social_network,Web_browser,0,0.004604452
Calculus_of_variations,Approximation_algorithm,0,-0.020498774
Cryptography,Run_time_(program_lifecycle_phase),0,-0.073122119
Computational_geometry,Algorithm_design,1,0.292559043
Program_optimization,Algorithm,1,0.164030317
Random_walk,Markov_chain,1,0.107486387
Imperative_programming,Variable_(computer_science),1,0.019872476
NP-complete,Communications_protocol,0,0.001126275
Web_service,Packet_switching,0,-0.00859796
Parallel_computing,Computer_science,1,-0.07821859
Pattern_matching,Superscalar,0,-0.004252039
Signal_processing,Unix,0,0.003309597
Mobile_device,Atomicity_(database_systems),0,-0.016022355
Context-free_grammar,Support_vector_machine,0,0.001594508
Shared_memory,Prolog,0,0.023245696
Kernel_(computing),Operating_system,1,0.126246716
Computer_graphics,Geometry,1,0.007041427
Regular_expression,Predicate_logic,0,0.023896113
Sufficient_statistic,Statistical_inference,1,0.156038729
Automatic_programming,Game_theory,0,0.0
Hidden_Markov_model,Data_structure,0,-0.000421224
Gradient_descent,Asymptotic_analysis,0,-0.007459966
Markov_chain,Random_variable,1,0.054553104
Instruction_set,Fixed_point_(mathematics),0,-0.006240531
Fourier_analysis,Run_time_(program_lifecycle_phase),0,0.0
Web_server,Operating_system,1,0.229795619
Database,Data_structure,1,-0.068509056
Haskell_(programming_language),Computer_programming,1,0.045647486
Information_security,Image_analysis,0,-0.0168686
Conditional_probability,Analysis_of_algorithms,0,0.01766497
Graphical_user_interface,Computer,1,0.033880632
Boundary_value_problem,Partial_differential_equation,1,0.238910753
Run_time_(program_lifecycle_phase),List_of_undecidable_problems,0,0.0
Divide_and_conquer_algorithm,Congestion_control,0,-0.004482701
Semantics_of_programming_languages,Rendering_(computer_graphics),0,-0.035389832
Halting_problem,Inference,0,0.481626448
Relational_model,Object_(computer_science),1,0.04149664
Exponential_family,Markov_chain,0,0.004293804
Finite_difference,Numerical_analysis,1,0.066963425
P_versus_NP_problem,Computer_science,1,0.170944775
Differential_equation,Polynomial,0,0.01136723
Software_design,Authentication,0,0.008652049
Bayesian_probability,Conditional_probability,1,0.052387249
CPU_cache,Programming_language,0,0.023450348
Interface_(computing),Concurrency_(computer_science),0,0.022807176
Undecidable_problem,Software_development,0,0.024190615
Operating_system,Input/output,1,-0.219715551
Relational_database,Relational_algebra,1,-0.050871327
Question_answering,Semantics_of_programming_languages,0,0.04881903
Prolog,String_(computer_science),1,0.000496247
Martingale_(probability_theory),Random_variable,1,0.19689199
Predicate_logic,Scope_(computer_science),0,-0.004315867
Very_long_instruction_word,Computer_architecture,1,0.4172892
Ray_tracing_(graphics),Procedural_programming,0,-0.006660914
Graphics_processing_unit,Computer_graphics,1,0.000215469
Visualization_(computer_graphics),Geometry,1,0.032950393
Computer_security,Type_system,0,-0.040936443
Formal_methods,Computer_programming,1,-0.148712369
Unsupervised_learning,Lazy_evaluation,0,-0.000636795
Data_analysis,Problem_solving,1,0.00068696
Programmer,Programming_language,1,0.239591815
NP-complete,Computational_complexity_theory,1,0.244238168
Formal_methods,Programming_language,0,0.131001804
Analysis_of_algorithms,Probability_theory,1,-0.147258287
Hidden_Markov_model,Machine_learning,1,0.180249978
Propositional_calculus,Kinematics,0,-0.001026377
Tensor,Superscalar,0,-0.027018845
Discrete_mathematics,Mathematical_proof,1,0.056847984
PSPACE,Computational_complexity_theory,1,0.469854626
Pattern_matching,Functional_programming,1,0.034331219
Denotational_semantics,Programming_language,1,0.100581104
Linear_algebra,Polynomial,1,-0.039357622
Natural_language,Internet_Protocol_Suite,0,-0.010290967
Processor_register,Stack_(data_structure),1,-0.049787046
Question_answering,Expert_system,1,0.024460705
Mathematical_model,Mathematics,1,0.198683954
Malware,Correlation_and_dependence,0,0.0
Mechanical_engineering,Java_(programming_language),0,0.01252938
Algorithm,Mathematical_induction,1,-0.083722732
Semantics,Prediction,0,-0.018350376
CPU_cache,Central_processing_unit,1,0.213924687
Artificial_intelligence,Computer_programming,1,-0.255166821
Software_engineering,Web_browser,0,0.028254369
Data_warehouse,Data,1,0.115475183
Distributed_computing,Gradient_descent,0,-0.032716052
Database_normalization,Motion_planning,0,0.0
Recursion,Control_flow,1,-0.074700868
Mathematical_optimization,Linear_algebra,1,0.018375084
Syntax,Linked_list,0,-0.008548272
Computer_architecture,Mobile_device,0,-0.012836066
Theory_of_computation,Computer_science,1,0.339561475
Python_(programming_language),Computer_programming,1,-0.052578219
Object-oriented_programming,Computer_programming,1,-0.131509057
Correlation_and_dependence,Bayesian_probability,0,0.557456203
Superscalar,Multi-core_processor,1,0.030045544
Database,Data_(computing),1,-0.053607228
Sentiment_analysis,Exponential_family,0,0.002629827
"Best,_worst_and_average_case",Database_system,0,0.094283835
Cryptography,Computer_science,1,-0.230413856
Data_mining,Scientific_modelling,0,-0.035765497
Natural_language_processing,Computer_science,1,-0.148145797
Data_type,Instruction_set,0,-0.000542892
Pushdown_automaton,Web_service,0,0.009292886
Martingale_(probability_theory),Dynamic_memory_allocation,0,0.0
Cryptography,Algorithm,1,-0.059122177
Continuous_function,File_system,0,0.0
Algorithm,Problem_solving,1,-0.015822524
Logic,Foundations_of_mathematics,1,-0.401917121
Numerical_analysis,Algorithm,1,0.128888608
Neural_network,Pattern_recognition,1,-0.311379408
Motion_capture,Tensor,0,-0.000446025
Mathematical_induction,Cloud_computing,0,0.0
NP_(complexity),Decision_theory,0,0.006501832
Natural_language_processing,Unsupervised_learning,1,-0.105808604
Computational_geometry,Computer_graphics,1,0.226466911
SQL,Programming_language,1,-0.09714066
Data_mining,Algorithm,1,0.132825569
Markov_chain,Conditional_probability,1,-0.321165078
Randomized_algorithm,Control_flow,0,-0.012869441
Peer-to-peer,CPU_cache,0,-0.006346019
Symmetric_multiprocessing,Concurrency_(computer_science),1,0.473966818
Scheduling_(computing),Operating_system,1,0.054315148
Inference,Polymorphism_(computer_science),0,-0.016846957
Theoretical_computer_science,Information_theory,0,0.203669966
Autonomous_robot,Gradient_descent,0,0.020279427
Stack_(data_structure),Array_data_structure,1,0.012179309
Firewall_(computing),Software_testing,0,-0.003409031
Generic_programming,P_versus_NP_problem,0,0.003445945
User_interface,Computer,1,0.067942238
Symbol_table,Compiler,1,0.388323832
Analysis_of_algorithms,Mathematics,1,0.093880585
Computational_complexity_theory,Foundations_of_mathematics,1,-0.133211328
Haskell_(programming_language),Scope_(computer_science),1,-0.111289605
Human-computer_interaction,Interactivity,1,-0.136244071
Database,Data,1,0.000182042
Sufficient_statistic,Software_framework,0,-0.00630143
Memory_hierarchy,Design_of_experiments,0,0.00268927
Distributed_computing,Mutual_exclusion,1,-0.10064261
Logic_programming,Computer_science,1,0.163274016
Markov_chain,Probability_theory,1,0.16778996
Database_design,Database,1,0.161584189
Syntax,Design_pattern_(computer_science),0,-0.009709222
Concurrency_control,Pushdown_automaton,0,0.0
C++,Floating_point,1,-0.155714688
Gradient_descent,MATLAB,0,0.055828391
Relational_database,Computer_science,1,0.054878959
Shading,Context-free_grammar,0,-0.004436443
User_interface_design,Quantum_computer,0,-0.002873647
Deadlock,Operating_system,1,0.110815713
Lexical_analysis,Regular_language,1,0.024983654
Query_language,Computational_learning_theory,0,-0.003752107
Memory_management,Unsupervised_learning,0,0.021183582
B-tree,Ray_tracing_(graphics),0,0.00426384
Programming_paradigm,Differential_equation,0,0.013058489
Malware,Authentication,1,-0.018328058
Iterative_method,Big_data,0,0.0
Random_walk,First-order_logic,0,-0.001141616
Flow_network,Introduction_to_Algorithms,1,0.139704256
High-level_programming_language,Computer_science,1,0.184027665
Prediction,Probability,1,0.082306627
Communication,Microprocessor,0,0.005622007
Knowledge_representation_and_reasoning,Ray_tracing_(graphics),0,0.003442442
Computability,Computer_architecture,0,0.10698522
Computer_architecture,Run_time_(program_lifecycle_phase),0,-0.435977254
Algorithm,Logic,1,0.09072039
Quantum_mechanics,Parametric_polymorphism,0,0.0
Regular_language,Newton's_method,0,-0.003194665
Geometric_modeling,Computational_geometry,1,0.169612235
Formal_methods,Relational_database_management_system,0,0.013121957
Discrete_mathematics,Algebra,1,0.092213453
Artificial_intelligence,Computational_science,1,-0.345800072
Programming_style,Computer_programming,1,0.196324431
Shortest_path_problem,NP-complete,1,-0.006588255
Problem_solving,Approximation,0,-0.010359942
Graph_theory,Automated_theorem_proving,0,0.023950759
Cryptography,Monte_Carlo_method,0,-0.011172971
Boundary_value_problem,Ordinary_differential_equation,1,0.200415277
Mathematical_proof,Design_pattern_(computer_science),0,-0.004177758
Scientific_modelling,Rendering_(computer_graphics),0,-0.170264494
Pattern_recognition,Computer_science,1,0.057375721
Quantum_cryptography,Regular_expression,0,0.003005769
Programmer,Computer_programming,1,0.091236975
Transaction_processing,Computer_programming,1,0.029980701
Partial_differential_equation,Differential_equation,1,0.027113113
Robot,Markov_process,0,0.0
Control_flow,Computer,1,0.012283629
Graphical_model,Random_variable,1,-0.294941188
Robotics,Speech_recognition,1,-0.032253648
Assembly_language,Syntax,1,-0.004668137
Graphical_model,Probability,1,0.020715549
Analysis_of_algorithms,Graph_theory,1,-0.066962476
Complexity,Algorithm,1,0.057727583
Computational_science,Compiler_optimization,0,0.002379004
JavaScript,World_Wide_Web,1,0.06089133
Distributed_computing,Computational_problem,1,-0.149095807
Index_(database),Computer_programming,1,0.05570987
Programming_language,Computability,1,-0.308763537
Abstract_data_type,Computer_science,1,0.446004969
Graph_coloring,Hash_table,0,0.009906976
Artificial_intelligence,Part-of-speech_tagging,0,-0.115895605
User_interface_design,Memory_hierarchy,0,0.001745945
Machine_learning,Scripting_language,0,-0.09425466
Pushdown_automaton,Theory_of_computation,1,0.022379816
Compiler,Assembly_language,1,-0.049623755
NP_(complexity),Random_variable,0,0.003305216
Modular_arithmetic,Scope_(computer_science),0,0.0
Index_(database),Server_(computing),0,0.028492674
Arithmetic_logic_unit,Combinational_logic,1,0.277164323
Python_(programming_language),Object-oriented_programming,1,-0.123728757
Rendering_(computer_graphics),Shading,1,-0.02145356
Software_design,Python_(programming_language),0,-0.079272016
Cryptography,Probability_theory,1,-0.237023757
Computational_geometry,Computer,1,0.06936072
Parallel_computing,Lock_(computer_science),1,-0.029618677
Regular_expression,Operating_system,0,0.167882211
Program_optimization,System_programming,0,0.028776933
Image_processing,Quantum_computer,0,0.012491453
Foundations_of_mathematics,Deadlock,0,-0.013620681
Inequality_(mathematics),Mathematics,1,0.434159439
Speech_recognition,Machine_learning,1,0.075883581
Probability_theory,Algebra,1,0.013691541
Vector_processor,ML_(programming_language),0,0.005761943
Knowledge_representation_and_reasoning,Algorithm_design,1,0.241260201
Time_complexity,Turing_machine,1,0.073534723
Halting_problem,Turing_machine,1,0.129632526
Hidden_Markov_model,Markov_chain,1,0.150386077
Congestion_control,Finite_element_method,0,0.0
Parsing,Data_structure,1,0.036260579
Inference,Congestion_control,0,-0.004482701
Information_theory,Probability_theory,1,-0.259219968
Distributed_algorithms,Continuous_function,0,0.0
Linear_programming,Matrix_(mathematics),1,0.072433714
Cluster_analysis,Computer_science,1,0.024668725
Complexity_class,Geometry,0,0.003950115
List_of_undecidable_problems,Computability,1,-0.024534843
Support_vector_machine,Packet_switching,0,0.0
Pattern_recognition,Probability,1,0.054415671
Scientific_visualization,Computer_graphics,1,0.377202442
Computer_animation,Ray_tracing_(graphics),1,-0.071154726
Computer_vision,Image_processing,1,-0.043336483
Computer_architecture,Computer_science,1,0.128008371
Natural_language,Sufficient_statistic,0,0.0
3D_modeling,Random_walk,0,-0.001703778
Dynamic_programming,Recursion,1,0.079841502
Amortized_analysis,Reinforcement_learning,0,0.029123955
Processor_register,MapReduce,0,0.000405573
Compiler_optimization,Cache_coherence,0,0.057163615
Computer_graphics,Algorithm,1,0.029981943
Multi-core_processor,Thread_(computer_science),1,0.297593301
Formal_verification,Information_assurance,0,0.0
Server_(computing),SQL,0,0.005149305
Syntax,Natural_language,1,-0.027179869
Data_warehouse,Data_structure,1,0.008822334
Software_testing,Bayesian_probability,0,0.006001513
Context-free_grammar,Server_(computing),0,0.0
Neural_network,Amortized_analysis,0,0.0
Nonlinear_system,Coding_theory,0,0.003071949
Combinatorics,Finite_set,1,0.053111856
Probability,Uncertainty,1,-0.075108605
List_of_undecidable_problems,Computational_problem,1,-0.044917142
Software_testing,Computer_programming,1,-0.058101236
Programming_language,Dynamic_programming,0,-0.064882054
Randomization,Lock_(computer_science),0,0.0
Programmer,Parallel_algorithm,0,-0.096667651
Fast_Fourier_transform,Artificial_intelligence,0,0.020656836
Symmetric_multiprocessing,Internet,0,0.070711248
Knowledge_representation_and_reasoning,Computer_science,1,0.146041575
Statistics,User_interface,0,-0.179482268
Computer,NP_(complexity),0,-0.013895003
Profiling_(computer_programming),Correlation_and_dependence,0,0.005215622
Internet,Computer_network,1,0.03985163
Web_search_engine,Algorithm,1,0.073747284
Formal_verification,Computer_science,1,0.206262164
Instruction_set,Computational_problem,0,-0.011401248
Correlation_and_dependence,Random_variable,1,0.150928008
Software_development,Data_structure,1,0.065775888
Transaction_processing,Database_management_system,0,0.501266976
Finite_difference,Database_design,0,-0.001887402
Computer_science,Mathematics,1,-0.024213095
Ordinary_differential_equation,Semidefinite_programming,0,-0.016769777
Expected_value,Web_server,0,0.005723095
Data_warehouse,Instruction_set,0,0.003396165
Symbol_table,Computer_science,1,0.133668766
Data_structure,Data_type,1,-0.199198146
Entropy,Virtual_reality,0,0.009874533
Network_security,Computer_security,1,0.305609667
Superscalar,Computer_architecture,1,0.388591699
Computational_science,Microcode,0,0.001643162
Abstract_data_type,First-order_logic,0,0.019037793
Turing_machine,Computation,1,-0.251388892
Index_(database),Computer_science,1,0.158248418
Denotational_semantics,Computational_chemistry,0,0.005790001
Digital_signature,Run_time_(program_lifecycle_phase),0,0.001052726
Round-off_error,Information_assurance,0,0.0
Operating_system,Computer_programming,1,-0.1903773
Analysis_of_algorithms,Computer_science,1,0.295700491
File_system,Computing,1,0.035753957
Scalability,Software_design,1,0.028256116
Parametric_polymorphism,Data_type,1,0.000720214
Syntax,Game_theory,0,-0.000651736
Stack_(data_structure),Lexical_analysis,0,0.006826484
Social_network,Compiler,0,-0.008053535
Unsupervised_learning,Random_walk,0,0.011546553
Ordinary_differential_equation,Public-key_cryptography,0,0.002240086
Randomized_algorithm,Randomization,1,-0.003882629
Garbage_collection_(computer_science),Computer_science,1,0.186483959
Sequence_alignment,Web_browser,0,0.00453496
Automatic_programming,Computer_programming,1,0.131639925
Support_vector_machine,Knowledge_representation_and_reasoning,0,-0.014982459
Symmetric_multiprocessing,Garbage_collection_(computer_science),0,0.002866895
Functional_programming,Generic_programming,1,-0.062810747
Lexical_analysis,Finite-state_machine,1,0.02091505
Relational_model,Context-free_grammar,0,0.004766283
Lazy_evaluation,Matrix_(mathematics),0,0.019104289
Numerical_analysis,Mathematics,1,0.108910805
Markov_process,Parallel_algorithm,0,-0.004469201
Hidden_line_removal,Numerical_analysis,0,0.038952005
Formal_grammar,String_(computer_science),1,-0.008593954
Object-oriented_programming,Variable_(computer_science),1,-0.15362339
Embedded_system,Program_optimization,0,-0.127067257
Round-off_error,Gradient_descent,0,-0.017438054
Part-of-speech_tagging,Abstract_data_type,0,0.0
Conditional_probability,Martingale_(probability_theory),0,-0.059254606
Inference,OSI_model,0,0.005840115
Computational_complexity_theory,Cryptography,0,0.167246579
Quantum_cryptography,Automated_planning_and_scheduling,0,-0.011068926
Unix,Robot,0,0.002530198
Gradient_descent,Mathematical_optimization,1,0.05287841
Machine_learning,Computational_science,1,-0.251469458
Database_design,Relational_database,1,0.106127216
High-level_programming_language,Computer_graphics,0,0.051563563
Economics,Relational_database,0,0.001452348
Computer_vision,Arithmetic,0,-0.029383392
Polymorphism_(computer_science),Knowledge_representation_and_reasoning,0,0.015679562
Dynamic_programming,Introduction_to_Algorithms,1,0.051071459
Motion_planning,Robotics,1,0.354830194
Abstract_data_type,Cryptography,0,0.026284232
Foundations_of_mathematics,Public-key_cryptography,0,0.009154613
Database_management_system,Computer_science,1,-0.053853887
Web_browser,Unix,0,0.070015255
Computer_architecture,Telecommunications_network,0,-0.005648814
Recurrence_relation,Mathematics,1,0.332550713
File_system,Probability,0,0.010926204
NP_(complexity),Turing_machine,1,0.212713961
Wireless_sensor_network,Communication,1,0.021026141
Imperative_programming,Information_theory,0,0.033274203
Asymptotic_analysis,Stochastic_process,0,0.08014295
Geometric_modeling,Lexical_semantics,0,0.0
Relational_database_management_system,Relational_database,1,0.0
Genetic_algorithm,Algorithm,1,0.345723961
Analysis_of_algorithms,Computation,1,-0.030385744
Floating_point,Recommender_system,0,0.001346176
Robot,Computation,1,0.011140682
Relational_database,Big_data,0,0.014136585
B-tree,Data_structure,1,0.292480569
Relational_database_management_system,Relational_model,1,-0.076087163
Randomized_algorithm,Computational_complexity_theory,1,-0.028082181
Linear_system,Matrix_(mathematics),1,0.086590348
String_searching_algorithm,Computer_science,1,0.492635319
