A,B,result,RefD
Interaction_design,B-tree,0,-0.005933871
Dynamic_programming,Algorithm,1,0.150313759
Prediction,Probability,1,0.082306627
Internet,Computer_network,1,0.03985163
Quantum_computer,Database_transaction,0,0.000722275
Software_testing,Bioinformatics,0,0.018186053
Divide_and_conquer_algorithm,Congestion_control,0,-0.004482701
Superscalar,Denotational_semantics,0,0.001956346
Very_long_instruction_word,Computer_software,0,0.044611462
Computer_network,Nonlinear_system,0,-0.057130948
Machine_learning,Personal_computer,0,-0.022232762
Speech_recognition,Machine_learning,1,0.075883581
PageRank,Cluster_analysis,0,0.00462467
User_interface,Programming_paradigm,0,0.103808603
Partial_differential_equation,Mathematics,1,0.38471224
Shortest_path_problem,Flow_network,0,0.030441086
Concurrent_computing,Newton's_method,0,-0.002788093
Algebra,Mathematics,1,0.414795985
Computer_security,Encryption,0,-0.146536064
Type_system,Model_checking,0,-0.124912687
Cache_coherence,Shared_memory,1,0.045917496
Application_software,Semantics,0,0.003851966
3D_modeling,Algorithm,1,0.08023035
Autonomous_robot,Motion_planning,1,0.092967923
Computational_geometry,Computer_science,1,0.150213383
Flow_network,Algorithm_design,0,0.027948543
Variable_(computer_science),Computing,0,0.102486015
Eigenvalues_and_eigenvectors,Relational_database,0,0
Structured_programming,Programming_language,1,0.169624904
Functional_programming,Programming_language,1,0.115317107
Computer_programming,Computer_science,1,0.270937986
Computer_simulation,Wireless_sensor_network,0,0.003473788
Floating_point,Routing,0,-0.004921185
Program_optimization,Algorithm,1,0.164030317
String_(computer_science),Abstract_data_type,0,-0.218756093
Database_system,Support_vector_machine,0,-0.027447933
Graph_(mathematics),Discrete_mathematics,1,-0.051011594
Parsing,Formal_grammar,1,0.169853611
P_versus_NP_problem,Programmer,0,-0.005932333
Concurrency_control,Computer_science,1,0.118596387
Turing_machine,Computation,1,-0.251388892
Parsing,Algorithm_design,1,0.107720589
Mathematical_optimization,Algorithm,1,-0.013472353
Communication,Object-oriented_programming,0,-0.00330887
Variable_(computer_science),Programming_language,1,0.372199075
Asymptotic_analysis,Stochastic_process,0,0.08014295
Amortized_analysis,Kinematics,0,0
Polymorphism_(computer_science),Knowledge_representation_and_reasoning,0,0.015679562
Probability,Uncertainty,1,-0.075108605
Queue_(data_structure),Array_data_structure,1,0.339959886
Computability,Nonlinear_system,0,0
Vector_processor,Regular_language,0,0.004846418
Foundations_of_mathematics,Deadlock,0,-0.013620681
Ordinary_differential_equation,Polynomial,1,0.052761418
Web_server,Operating_system,1,0.229795619
Linear_system,Mathematical_induction,0,0.071519951
Digital_signature,Expected_value,0,0
Haskell_(programming_language),Scope_(computer_science),1,-0.111289605
Abstract_data_type,Computer_science,1,0.446004969
Inequality_(mathematics),Mathematics,1,0.434159439
Social_network,Graph_(mathematics),1,0.117700233
Data_analysis,Exponential_family,0,0.076580398
Approximation_algorithm,Mathematical_optimization,1,0.207867626
Propositional_calculus,Kinematics,0,-0.001026377
Distributed_computing,Gradient_descent,0,-0.032716052
Parallel_computing,Time_complexity,1,-0.037882564
C_(programming_language),Programming_language,1,0.004167278
Motion_capture,Tensor,0,-0.000446025
String_(computer_science),Computer_multitasking,0,0.000805739
Assembly_language,Instruction_set,1,-0.074830546
Signal_processing,Object_(computer_science),0,0.004692544
Distributed_computing,Computational_problem,1,-0.149095807
Bayesian_probability,Random_variable,1,-0.327343477
Digital_electronics,Amortized_analysis,0,-0.037221506
Cryptography,Rendering_(computer_graphics),0,-0.105106818
Control_flow,Programming_language,1,0.364713476
Tensor,Superscalar,0,-0.027018845
Imperative_programming,Information_theory,0,0.033274203
Central_processing_unit,Variable_(computer_science),0,-0.072948788
Probability_theory,Lexical_analysis,0,0
C++,Object-oriented_programming,1,-0.155883557
Data_analysis,Problem_solving,1,0.00068696
User_interface_design,Polymorphism_(computer_science),0,0.003668505
Neural_network,Document_classification,0,-0.09305306
Computer_animation,Computer_graphics,1,-0.025313321
Firewall_(computing),Vulnerability_(computing),1,-0.031182466
Information_assurance,Information_security,1,0.198723001
Computational_complexity_theory,Foundations_of_mathematics,1,-0.133211328
Index_(database),Relational_database,1,0.151512079
Quantum_cryptography,Relational_algebra,0,0
Regular_expression,Predicate_logic,0,0.023896113
Artificial_intelligence,Data_structure,1,-0.021330022
Geometric_modeling,Web_search_engine,0,0
Congestion_control,Finite_element_method,0,0
Mathematical_optimization,Arithmetic,1,-0.023010786
Transaction_processing,Database,1,0.501266976
Rendering_(computer_graphics),Computer_graphics,1,0.315011967
Symbol_table,Computer_science,1,0.133668766
Database_normalization,Motion_planning,0,0
Unix,Computer,1,-0.02180205
Object-oriented_programming,Variable_(computer_science),1,-0.15362339
Natural_language,Embedded_system,0,-0.006859711
Genetic_algorithm,Computer_science,1,0.162979997
String_(computer_science),Data_(computing),1,0.006259278
Geometric_modeling,Algorithm,1,0.158048249
Performance_tuning,Type_system,0,0
Motion_planning,Lexical_analysis,0,0
Imperative_programming,Variable_(computer_science),1,0.019872476
Imperative_programming,Computer,1,0.013356446
Distributed_computing,Relational_database,0,-0.027111008
Statistical_hypothesis_testing,Probability,1,-0.006054196
Instruction_set,Fixed_point_(mathematics),0,-0.006240531
Statistical_hypothesis_testing,Support_vector_machine,0,-0.071207745
Neural_network,Design_pattern_(computer_science),0,-0.004080197
Algorithm,Integer,1,0.061223783
Martingale_(probability_theory),Dynamic_memory_allocation,0,0
C++,Genetic_algorithm,0,-0.016435745
Stack_(data_structure),Array_data_structure,1,0.012179309
Large_deviations_theory,Random_variable,1,0.172738196
Mathematical_optimization,Matrix_(mathematics),1,0.0341639
Round-off_error,Computer_simulation,0,0.028223822
Digital_signature,Security,0,-0.015754602
Transaction_processing,Computer_programming,1,0.029980701
Approximation,String_searching_algorithm,0,-0.020993873
Natural_language,Internet_Protocol_Suite,0,-0.010290967
Game_theory,Mathematical_optimization,1,-0.030615782
Garbage_collection_(computer_science),Computer_science,1,0.186483959
Boundary_value_problem,Iterative_method,0,-0.00955953
Divide_and_conquer_algorithm,SQL,0,0.01649068
Analysis_of_algorithms,Computer_science,1,0.295700491
Arithmetic_logic_unit,Computer,1,0.168916588
Quantum_computer,Procedural_programming,0,-0.004192639
Data_type,Computer_science,1,0.25579221
Bayesian_network,Conditional_probability,1,0.14119336
Communication,Message_passing,0,-0.0199816
Transaction_processing,Database_management_system,1,0.501266976
Software_engineering,Object-oriented_programming,1,0.048866283
Type_system,Programming_language,1,0.119731157
Calculus_of_variations,Interpolation,0,-0.05115597
Linear_programming,Mathematical_optimization,1,0.079513434
Number_theory,Ordinary_differential_equation,0,-0.044077173
Database_design,Graphical_user_interface,0,0.002215539
Analysis_of_algorithms,Algorithm,1,0.355785449
Graph_theory,Mathematics,1,0.148375886
Functional_programming,Computer_programming,1,0.020824743
Recommender_system,Abstract_data_type,0,-0.002788235
Relational_database,Estimation_theory,0,0
Turing_machine,Image,0,-0.004532668
Computer_programming,Program_analysis,0,-0.212662459
Nonlinear_system,Coding_theory,0,0.003071949
Computational_learning_theory,Probability,1,0.058301
Digital_signature,Algorithm,1,0.088267701
File_system,Probability,0,0.010926204
Wavelet,Computer_science,0,0.013063856
Algorithm,Theoretical_computer_science,1,-0.238551264
Mathematical_induction,Cloud_computing,0,0
Parametric_polymorphism,Programming_language,1,0.335564612
Programmer,Object_(computer_science),0,0.018230388
Mathematical_optimization,Mathematical_model,1,-0.048211545
Complexity,Algorithm,1,0.057727583
Computational_learning_theory,Distributed_computing,0,0.060015884
Neural_network,Amortized_analysis,0,0
Ordinary_differential_equation,Hash_table,0,0
CPU_cache,Artificial_intelligence,0,0.037751896
Shared_memory,Martingale_(probability_theory),0,0
Information_theory,Random_variable,1,0.012998694
Algorithm,Abstraction_(computer_science),1,-0.145622394
Relational_database,Computer_programming,1,0.015188667
Variable_(computer_science),Computer_programming,1,0.180818995
SQL,Programming_language,1,-0.09714066
Calculus_of_variations,Continuous_function,1,0.017465478
Modular_programming,Scope_(computer_science),1,-0.024814594
Graphical_model,Probability_theory,1,0.02026466
Lisp_(programming_language),Recursion_(computer_science),0,0.22258168
Monte_Carlo_method,Statistical_inference,1,0.310483604
Computational_geometry,Mathematics,1,0.236342241
Unsupervised_learning,Robotics,0,0.077041402
Recursion,Control_flow,1,-0.074700868
Document_classification,List_of_undecidable_problems,0,0
Scheduling_(computing),Operating_system,1,0.054315148
Context-free_grammar,String_(computer_science),1,0.059109429
Peer-to-peer,Natural_language,0,0.005034533
Computer_graphics,Data,1,-0.008559386
Coding_theory,Computer_science,1,0.163594683
Artificial_intelligence,Graph_theory,1,-0.151878349
Divide_and_conquer_algorithm,Algorithm,1,0.249932844
Mathematical_model,Mathematics,1,0.198683954
Machine_learning,Algorithm,1,0.089814425
Data_mining,Digital_signature,0,0.00722089
Robotics,Computer_science,1,-0.020217591
Algorithm,Logic,1,0.09072039
Compiler,Algorithm_design,0,0.176823233
Object-oriented_programming,Data_type,1,-0.075527401
Program_optimization,System_programming,0,0.028776933
Haskell_(programming_language),Computer_programming,1,0.045647486
Theoretical_computer_science,Mathematics,1,0.136453334
Linear_algebra,Mathematics,1,0.314823823
Ray_tracing_(graphics),Profiling_(computer_programming),0,0.003073184
Computer_architecture,Computer,1,0.020153112
Polymorphism_(computer_science),Abstract_data_type,1,0.391952027
Bioinformatics,Analysis_of_algorithms,1,0.015065949
Hidden_Markov_model,Rendering_(computer_graphics),0,0.000877567
Pattern_recognition,Probability,1,0.054415671
Compiler_optimization,Digital_signature,0,0.002815944
Monte_Carlo_method,Expected_value,1,0.068669959
Object_(computer_science),Kalman_filter,0,0
Functional_programming,Computer_science,1,0.24245187
Mathematical_optimization,Mathematics,1,0.106438901
Correlation_and_dependence,Random_variable,1,0.150928008
Transaction_processing,Database_management_system,0,0.501266976
Artificial_intelligence,Computational_complexity_theory,1,-0.155304807
B-tree,Data_structure,1,0.292480569
Ray_tracing_(graphics),Procedural_programming,0,-0.006660914
Flow_network,Introduction_to_Algorithms,1,0.139704256
Distributed_algorithms,Algorithm,1,0.152909801
Entropy,Message_passing,0,0
Compiler,Computer_architecture,1,0.045160648
Cryptography,Computational_complexity_theory,1,-0.167246579
Dynamic_programming,Algorithm_design,1,0.150313759
Index_(database),Server_(computing),0,0.028492674
Modular_arithmetic,Scope_(computer_science),0,0
Analysis_of_algorithms,Shared_memory,0,-0.016482213
Digital_signature,Run_time_(program_lifecycle_phase),0,0.001052726
Microcode,Linear_algebra,0,0.008618934
Central_processing_unit,Automated_theorem_proving,0,-0.004708989
Computer_architecture,Run_time_(program_lifecycle_phase),0,-0.435977254
Polynomial,Mathematics,1,0.449067747
Computer,NP_(complexity),0,-0.013895003
Relational_model,Database,1,0.303091454
Correlation_and_dependence,Data,1,-0.007853384
Markov_chain,Conditional_probability,1,-0.321165078
Social_network,Web_browser,0,0.004604452
Assembly_language,Programming_language,1,-2.03E-05
Communications_protocol,Genetic_algorithm,0,0.009412387
Parsing,Finite-state_machine,1,0.023864382
Recommender_system,"Best,_worst_and_average_case",0,-0.011604072
Finite-state_machine,Central_processing_unit,0,-0.284949489
Signal_processing,Probability,1,0.017771936
Combinatorics,Algebra,1,0.00331308
Data_analysis,Relational_model,0,-0.02521552
Hidden_Markov_model,Dynamic_programming,1,-0.00190152
Graphics_processing_unit,Computer_graphics,1,0.000215469
Pushdown_automaton,Finite-state_machine,1,0.307122731
Turing_machine,Computer_science,1,0.103022231
Memory_hierarchy,Design_of_experiments,0,0.00268927
Human-computer_interaction,Interactivity,1,-0.136244071
System_programming,Automatic_programming,0,-0.005831664
Formal_verification,Computer_science,1,0.206262164
Statistics,System_call,0,-0.023444828
User_interface_design,Floating_point,0,0.001398553
Software_testing,Computer_programming,1,-0.058101236
Garbage_collection_(computer_science),Bayesian_network,0,0.002774904
Recursion,Logic,1,0.365198192
Formal_methods,Programming_language,0,0.131001804
Application_programming_interface,Automata_theory,0,0.033723051
Digital_signature,Feature_extraction,0,0
Linear_system,Matrix_(mathematics),1,0.086590348
Reason,Computer_simulation,0,0.001095563
Robotics,Analysis_of_algorithms,1,-0.043152482
Automated_theorem_proving,Predicate_logic,1,0.006318469
Human-computer_interaction,Interface_(computing),1,-0.039071703
Amortized_analysis,"Best,_worst_and_average_case",1,-0.11204725
Parallel_computing,P_versus_NP_problem,0,-0.047201038
Iterative_method,Numerical_analysis,1,0.091294287
Packet_switching,Volume_rendering,0,0
Autonomous_robot,Gradient_descent,0,0.020279427
Computer_vision,Arithmetic,0,-0.029383392
Superscalar,Lock_(computer_science),0,-0.010958148
Control_flow,Scope_(computer_science),1,-0.009798003
Relational_database,Big_data,0,0.014136585
Recommender_system,Compiler,0,-0.005984024
Gradient_descent,MATLAB,0,0.055828391
ML_(programming_language),Java_(programming_language),0,0.446028699
Introduction_to_Algorithms,Computing,0,0.01232651
Graph_theory,Computational_science,1,-0.054322817
Numerical_analysis,Floating_point,1,-0.021388975
Parallel_algorithm,Structured_programming,0,0.050029995
Fast_Fourier_transform,Computer,0,0.054199458
Virtual_reality,Amortized_analysis,0,-0.029576049
Public-key_cryptography,Traffic_analysis,0,-0.038535934
Markov_chain,Expected_value,1,-0.056061483
Large_deviations_theory,Visualization_(computer_graphics),0,0.010938659
Random_walk,Expected_value,1,0.016341354
Program_analysis,Internet_Protocol_Suite,0,0.004841388
Transaction_processing,Mathematical_induction,0,0
Scientific_visualization,Interpolation,0,0.024489216
Index_(database),Distributed_computing,0,0.044079125
Instruction_set,Computational_problem,0,-0.011401248
Context-free_language,User_interface,0,-0.00399941
Artificial_intelligence,Logic,1,-0.010922504
Arithmetic_logic_unit,Digital_electronics,1,0.335156724
Random_walk,Time_complexity,0,-0.00018638
Quantum_computer,Theoretical_computer_science,1,-0.005536404
Software_engineering,Algorithm,1,0.149825884
String_searching_algorithm,Introduction_to_Algorithms,1,0.084087082
Programming_language,Automata_theory,1,-0.065114266
Kalman_filter,System_call,0,0
Interpolation,Mathematics,1,0.273683613
Object-oriented_programming,Design_pattern_(computer_science),1,-0.189255154
Probability,Neural_network,0,-0.016384972
Correlation_and_dependence,Expected_value,1,0.163693259
Natural_language_processing,Unsupervised_learning,1,-0.105808604
OSI_model,User_interface_design,0,-0.012339936
Personal_computer,Motion_planning,0,-0.010239471
Programming_language,Computer_programming,1,-0.186405143
Pushdown_automaton,Computer_science,1,0.293141533
Graphical_user_interface,Communication,0,-0.001219033
Bioinformatics,Algorithm,1,0.078505704
Geometric_modeling,Procedural_programming,0,0
Dynamic_programming,Recursion,1,0.079841502
Machine_translation,Natural_language,1,0.072920311
Analysis_of_algorithms,Computational_science,1,-0.036026962
Sequence_alignment,Web_browser,0,0.00453496
Computational_geometry,Artificial_intelligence,0,0.206424893
Symmetric_multiprocessing,Martingale_(probability_theory),0,0
Finite_difference,Web_service,0,0
Probability_theory,Algebra,1,0.013691541
Prolog,Programming_language,1,-0.041949598
Exponential_family,SQL,0,0.002435733
Query_language,Computer_programming,1,0.028301152
Boundary_value_problem,Matrix_(mathematics),0,0.044306644
Markov_process,Conditional_probability,1,-0.321165078
Machine_learning,Statistical_inference,1,-0.02520418
Compiler,Regular_expression,1,-0.051041199
NP_(complexity),User_interface,0,-0.010237026
Computational_problem,Complexity,0,0.053270026
Database_design,Human-computer_interaction,0,-0.010121773
Garbage_collection_(computer_science),Automatic_programming,0,-0.00484896
Fast_Fourier_transform,Artificial_intelligence,0,0.020656836
Regular_language,Virtual_memory,0,0
Scientific_visualization,Newton's_method,0,0.002945539
Cryptography,Authentication,1,-0.035875606
Lexical_analysis,Probability_theory,0,0
Social_network,Parsing,0,0.001080055
Computational_learning_theory,Support_vector_machine,0,0.141798407
Amortized_analysis,Finite_element_method,0,0
Internet,Routing,1,-0.106885068
Exponential_family,Probability_theory,1,0.187448472
Hidden_line_removal,User_interface_design,0,0.078190638
Web_service,Computer_network,1,0.108114817
Computer_science,Graph_theory,1,-0.235921099
Personal_computer,Graph_theory,0,-0.012981552
Vector_processor,Amortized_analysis,0,-0.035458905
Computer_security,Processor_register,0,-0.014513093
Performance_tuning,Iterative_method,0,0
Finite-state_machine,Automata_theory,1,0.138996242
Markov_process,Peer-to-peer,0,0
Graphical_model,Statistical_inference,1,0.019427766
Calculus_of_variations,Integral,1,0.111898268
JavaScript,Coding_theory,0,-0.002541774
Dynamic_programming,Mathematics,1,0.054598473
Formal_methods,Stochastic_process,0,0.016720275
PageRank,Expected_value,1,0.012649323
Geometry,Matrix_(mathematics),1,-0.027140403
Machine_learning,Computer_programming,1,-0.214676668
Problem_solving,Algorithm,0,0.015822524
Randomness,Mathematics,1,0.140940283
Database_design,Database_system,1,0.161584189
Relational_model,Object_(computer_science),1,0.04149664
Communications_protocol,Round-off_error,0,0.001473118
Digital_electronics,Polynomial,0,0.005547197
Shortest_path_problem,Graph_theory,1,0.096878244
Random_graph,Mathematics,1,0.213520748
Transaction_processing,Concurrency_control,1,0.046234393
Automated_planning_and_scheduling,Artificial_intelligence,1,0.453258621
Distributed_computing,Computer_network,1,0.277709387
Information_assurance,Concurrent_computing,0,0
Neural_network,Algorithm,1,0.048948028
B-tree,Feature_extraction,0,0
Memory_management,Flow_network,0,0.004295727
Quantum_cryptography,Automated_planning_and_scheduling,0,-0.011068926
Computational_geometry,Algorithm_design,1,0.292559043
Recursively_enumerable_set,Recursion,1,0.329409835
Halting_problem,Turing_machine,1,0.129632526
Personal_computer,Rendering_(computer_graphics),0,-0.012883357
Natural_language_processing,Graph_theory,1,-0.139468012
Randomized_algorithm,Algorithm,1,0.140933352
Prolog,String_(computer_science),1,0.000496247
Relational_algebra,Object_(computer_science),0,0.019736716
Ray_tracing_(graphics),Rendering_(computer_graphics),1,0.160630365
Java_(programming_language),Programming_language,1,-0.075494638
Congestion_control,B-tree,0,0
Packet_switching,Visualization_(computer_graphics),0,-0.00200138
Database_transaction,Computability,0,0
Database_management_system,Database_transaction,1,-0.404460643
C_(programming_language),Question_answering,0,-0.027030387
Recurrence_relation,Mathematics,1,0.332550713
Markov_chain,Probability_theory,1,0.16778996
Object-oriented_programming,Computer_programming,1,-0.131509057
Computer_vision,Statistical_inference,0,0.014662935
User_interface,Computer_programming,1,0.012711727
Mutual_exclusion,OSI_model,0,-0.000833249
Natural_language_processing,Artificial_intelligence,1,0.041008061
Artificial_intelligence,Reason,1,-0.070192332
Object-oriented_programming,Big_data,0,0.000180056
Relational_database,Graphics,0,0
Modular_arithmetic,Discrete_mathematics,1,-0.034149021
Software_design,Authentication,0,0.008652049
Rendering_(computer_graphics),Memory_hierarchy,0,0.000442892
Algebra,Arithmetic,1,0.047684814
MapReduce,Parallel_computing,1,0.022169938
Concurrency_(computer_science),Computation,1,-0.050834699
Newton's_method,Mathematical_optimization,1,0.169429097
Machine_translation,Object_(computer_science),0,-0.01155121
JavaScript,World_Wide_Web,1,0.06089133
Routing,Finite_difference,0,0
Software_testing,Programming_language,1,0.108114517
Computer_security,Mathematics,1,-0.013304724
Analysis_of_algorithms,Asymptotic_analysis,1,-0.025021336
Cache_coherence,Parallel_computing,1,0.339298458
Hash_table,Data_structure,1,0.046176745
Parallel_computing,Shared_memory,1,-0.308322733
Polymorphism_(computer_science),Programming_language,1,0.303596663
Graphical_model,Scientific_modelling,1,-0.018946923
Halting_problem,Theory_of_computation,1,-0.043074751
Array_data_structure,Data_structure,1,0.137543703
Shading,Transaction_processing,0,0
Data_type,PageRank,0,-0.003480245
Image_analysis,World_Wide_Web,0,0.035394237
Monte_Carlo_method,Economics,0,0.054291682
Parsing,Prolog,0,0.04479985
Programmer,Programming_language,1,0.239591815
Numerical_analysis,Mathematics,1,0.108910805
Very_long_instruction_word,Computer_simulation,0,0.002467279
Round-off_error,Gradient_descent,0,-0.017438054
Python_(programming_language),Assembly_language,0,-0.015885282
Sufficient_statistic,Robot,0,0.002354728
Graphical_user_interface,Computer,1,0.033880632
Spanning_tree,Regular_expression,0,0
Semidefinite_programming,Central_processing_unit,0,0
Computability,Computer_science,1,0.360371733
Computer_programming,Arithmetic,1,0.01097916
Robot,Computation,1,0.011140682
Statistical_hypothesis_testing,Data,1,-0.387675761
Robotics,Shortest_path_problem,0,0.000963845
Software_engineering,Computer_simulation,0,-0.01380536
Query_language,Interface_(computing),0,-0.01557952
Parallel_computing,Computer_programming,1,0.053094341
Exponential_family,Random_variable,1,-0.169227534
NP_(complexity),Random_variable,0,0.003305216
Graph_coloring,Dynamic_programming,1,0.028114355
Context-free_grammar,Mutual_exclusion,0,0.004436443
Instruction_set,Software_development,0,-0.013579473
Programming_paradigm,Programming_language,1,0.068082168
Graphical_model,Kernel_(computing),0,0.001855566
Monad_(functional_programming),Input/output,1,0.015418232
Query_language,Programming_language,1,0.08137512
CPU_cache,Performance_tuning,1,-0.10842936
Firewall_(computing),Data,1,0.023027791
System_call,Propositional_calculus,0,0
C_(programming_language),Automated_theorem_proving,0,-0.033191843
Bayesian_network,Digital_signature,0,0
Big_data,Monte_Carlo_method,0,0.00488966
Software_engineering,Computer,1,0.020090041
String_searching_algorithm,Turing_machine,0,0.114423368
Computer_vision,Image_processing,1,-0.043336483
Embedded_system,Microprocessor,1,-0.304481401
B-tree,Computer_science,1,0.463955434
Compiler_optimization,Context-free_grammar,0,0.007246827
Artificial_intelligence,Database_normalization,0,-0.021199562
Computer_animation,Ray_tracing_(graphics),1,-0.071154726
Martingale_(probability_theory),Automata_theory,0,0.023218739
File_system,Computing,1,0.035753957
Internet,Telecommunications_network,1,-0.356848487
Software_development,Computer_programming,1,-0.014584073
Suffix_tree,Programming_language,0,0.051389717
Graph_coloring,Newton's_method,0,-0.003019264
Algorithm,Foundations_of_mathematics,1,-0.047860628
Congestion_control,Syntax,0,0
Firewall_(computing),Computer_science,0,0.009427945
Malware,Flow_network,0,0.008169618
Theoretical_computer_science,Computation,1,-0.084283775
Parallel_computing,Numerical_analysis,0,-0.143758529
Kernel_(computing),Generic_programming,0,0.021144111
Inference,Unix,0,0.001631007
Control_flow,Server_(computing),0,0.019170601
Type_system,Software_development,0,0.035307623
User_interface_design,Memory_hierarchy,0,0.001745945
Compiler,Parsing,1,-0.069508108
Economics,Mathematical_optimization,1,-0.036833927
Eigenvalues_and_eigenvectors,Matrix_(mathematics),1,0.158308962
Support_vector_machine,Firewall_(computing),0,0.002179068
Robotics,Computer_programming,1,-0.021627223
Asymptotic_analysis,Web_server,0,0
Boundary_value_problem,Garbage_collection_(computer_science),0,0
Divide_and_conquer_algorithm,Recursion,1,0.171097533
Linear_programming,Finite_set,0,0.00897592
Decision_theory,Statistical_hypothesis_testing,1,-0.029398722
SQL,Computer_science,1,0.007014349
Computer_science,Mathematics,1,-0.024213095
Part-of-speech_tagging,Personal_computer,0,0.010069348
Ray_tracing_(graphics),Computer_graphics,1,0.139203319
Knowledge_representation_and_reasoning,Logic,1,0.132874938
Natural_language_processing,Assembly_language,0,-0.037056691
Decision_theory,Statistical_inference,1,-0.049832978
Compiler,Randomized_algorithm,0,0.106860781
Syntax,Game_theory,0,-0.000651736
NP_(complexity),Decision_theory,0,0.006501832
Sequence_alignment,Probability,1,0.023005901
Knowledge_representation_and_reasoning,Finite-state_machine,0,0.001150729
Input/output,Computer,1,0.186785323
Symmetric_multiprocessing,Variable_(computer_science),0,-0.009585587
Symbol_table,Iterative_method,0,0
Algorithm,Virtual_reality,0,-0.101931909
Computational_complexity_theory,Computability,1,-0.343794471
Theory_of_computation,Message_Passing_Interface,0,-0.004492345
Parsing,Lexical_analysis,1,-0.333677133
Monte_Carlo_method,Big_data,0,-0.00488966
Economics,Software_testing,0,-0.01692323
Arithmetic,Software_testing,0,-0.015429278
Query_language,System_programming,0,0
String_searching_algorithm,Genetic_algorithm,0,0.02191371
Reason,Database_management_system,0,0.004562564
Web_service,Support_vector_machine,0,0
Natural_language_processing,Superscalar,0,-0.017485804
Memory_hierarchy,Image_processing,0,-0.00740148
Microcode,Computer,1,0.037496279
Formal_language,Logic,1,0.445508527
Context-free_grammar,Computer_science,1,0.285474337
OSI_model,Computer_network,1,0.052100941
Random_graph,Stochastic,0,-0.006692808
Hidden_line_removal,Graph_theory,0,0.042317451
Analysis_of_algorithms,Data_(computing),0,0.022503702
Machine_translation,Artificial_intelligence,1,0.102719657
Parallel_computing,Central_processing_unit,1,-0.082077764
Cryptography,Computer_science,1,-0.230413856
Discrete_mathematics,Mathematics,1,0.426355472
Formal_methods,Autonomous_robot,0,-0.016930341
Software_development,Object-oriented_programming,1,0.286734855
Lexical_analysis,Introduction_to_Algorithms,0,-0.017606594
Semantics,Syntax,1,-0.184087485
Hidden_Markov_model,Machine_learning,1,0.180249978
Pipeline_(computing),Design_of_experiments,0,0.01213939
Boundary_value_problem,Ordinary_differential_equation,1,0.200415277
Encryption,Shared_memory,0,-0.02141276
Random_walk,Markov_chain,1,0.107486387
Type_system,Computational_problem,0,-0.014298108
Symmetric_multiprocessing,Firewall_(computing),0,-0.001414869
File_system,Prediction,0,0
Hidden_Markov_model,Artificial_intelligence,1,-0.001872253
Server_(computing),Computer,1,0.171969091
Turing_machine,Flow_network,0,-0.010353661
Java_(programming_language),Stochastic_process,0,-0.000802929
Bayesian_probability,Conditional_probability,1,0.052387249
Communication,Programming_paradigm,0,-0.016412611
Object-oriented_programming,Computer_science,1,0.081052133
Artificial_intelligence,Computer_science,1,-0.195915518
Computer_science,Number_theory,1,-0.186765772
Computational_complexity_theory,Mathematics,1,-0.045245831
Algorithm,Problem_solving,1,-0.015822524
Autonomous_robot,Graphical_model,0,-0.001851238
Support_vector_machine,Python_(programming_language),0,0.035256684
Machine_learning,Computer,1,-0.0122727
MATLAB,Flow_network,0,0
Shared_memory,Prolog,0,0.023245696
Computer_graphics,Algorithm,1,0.029981943
Operating_system,Communication,0,-0.004534762
Number_theory,Web_browser,0,0.013071842
Exponential_family,Software_framework,0,-0.007283852
Inheritance_(object-oriented_programming),Object_(computer_science),1,0.169858236
Formal_methods,Analysis_of_algorithms,1,-0.085233369
Automatic_programming,Computer_science,1,0.267443271
Scalability,Database_transaction,0,-0.042164163
Parsing,Data_structure,1,0.036260579
Sentiment_analysis,Exponential_family,0,0.002629827
Probability_theory,Web_browser,0,0.002089561
Relational_database_management_system,Relational_database,1,0
Integral,Speech_recognition,0,0.003505111
Undecidable_problem,Divide_and_conquer_algorithm,0,-0.011491782
Ray_tracing_(graphics),Markov_chain,0,0
Machine_learning,Computational_science,1,-0.251469458
Assembly_language,Computer_science,1,0.093181046
Randomized_algorithm,Conditional_probability,1,0.01562381
Image_processing,Quantum_computer,0,0.012491453
Query_optimization,Database,1,0.472550149
Multiplication,Wavelet,0,0.014028015
NP-complete,Computer_science,1,0.215579361
Python_(programming_language),Computer,1,-0.022114387
Decision_theory,Computing,0,-0.051131291
Run_time_(program_lifecycle_phase),List_of_undecidable_problems,0,0
Database,Data_(computing),1,-0.053607228
Semidefinite_programming,Linear_programming,1,0.499264053
Firewall_(computing),Information_assurance,1,-0.042740858
Python_(programming_language),Computer_programming,1,-0.052578219
Symmetric_multiprocessing,Garbage_collection_(computer_science),0,0.002866895
Atomicity_(database_systems),Information_assurance,0,0
Cryptography,Monte_Carlo_method,0,-0.011172971
Memory_management,Combinational_logic,0,0.011175992
Linear_algebra,Continuous_function,0,0.094546921
Scientific_visualization,Design_of_experiments,0,0.003502352
User_interface_design,Quantum_computer,0,-0.002873647
Recursion_(computer_science),Queue_(data_structure),0,0.013628258
Garbage_collection_(computer_science),Natural_language,0,0.012536212
Linked_list,Lexical_analysis,0,-0.008019762
Computer_animation,Rendering_(computer_graphics),1,-0.078460027
Game_theory,Mathematical_model,1,-0.11293466
Syntax,Natural_language,1,-0.027179869
Computer_architecture,Computer_science,1,0.128008371
3D_modeling,Random_walk,0,-0.001703778
Data_(computing),Motion_planning,0,-0.011524507
Probability_theory,Entropy,0,-0.021992719
